,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
2757,2,3,1001.5,1006.3,27.0,3.6,34.2,58.0,0.0,8,4,0,172.305
2770,2,3,1001.4,1006.2,81.0,3.4,32.7,63.0,0.0,9,4,0,245.533333333
2771,2,3,1001.4,1006.2,81.0,3.4,32.7,63.0,0.0,10,4,0,164.971428571
2772,2,3,1001.4,1006.2,81.0,3.4,32.7,63.0,0.0,11,4,0,138.459
2788,2,3,1002.2,1007.0,73.0,3.0,30.2,79.0,0.0,12,4,0,117.248888889
2789,2,3,1002.2,1007.0,73.0,3.0,30.2,79.0,0.0,13,4,0,164.50875
2790,2,3,1002.2,1007.0,73.0,3.0,30.2,79.0,0.0,14,4,0,123.384
2806,2,3,1002.7,1007.5,73.0,2.3,29.7,82.0,0.0,15,4,0,142.224444444
2807,2,3,1002.7,1007.5,73.0,2.3,29.7,82.0,0.0,16,4,0,118.467272727
2808,2,3,1002.7,1007.5,73.0,2.3,29.7,82.0,0.0,17,4,0,117.014285714
2822,2,3,1001.7,1006.5,100.0,1.0,29.0,85.0,0.0,18,4,0,128.866153846
2823,2,3,1001.7,1006.5,100.0,1.0,29.0,85.0,0.0,19,4,0,139.9825
2824,2,3,1001.7,1006.5,100.0,1.0,29.0,85.0,0.0,20,4,0,137.8175
2834,2,3,1001.8,1006.6,88.0,1.5,28.6,88.0,0.0,21,4,0,71.855
2835,2,3,1001.8,1006.6,88.0,1.5,28.6,88.0,0.0,22,4,0,97.4666666667
2836,2,3,1001.8,1006.6,88.0,1.5,28.6,88.0,0.0,23,4,0,118.026666667
2847,2,3,1002.3,1007.1,97.0,2.2,31.6,73.0,0.0,0,5,0,97.598
2848,2,3,1002.3,1007.1,97.0,2.2,31.6,73.0,0.0,2,5,0,96.18
2855,2,3,1001.6,1006.4,96.0,1.8,32.9,64.0,0.0,5,5,0,74.0033333333
2866,2,3,999.9,1004.7,50.0,2.1,34.2,60.0,0.0,6,5,0,109.617
2867,2,3,999.9,1004.7,50.0,2.1,34.2,60.0,0.0,7,5,0,71.5
2868,2,3,999.9,1004.7,50.0,2.1,34.2,60.0,0.0,8,5,0,125.383846154
2881,2,3,998.8,1003.6,76.0,5.3,33.2,69.0,0.0,9,5,0,173.2375
2882,2,3,998.8,1003.6,76.0,5.3,33.2,69.0,0.0,10,5,0,120.9325
2883,2,3,998.8,1003.6,76.0,5.3,33.2,69.0,0.0,11,5,0,112.71
2899,2,3,1000.0,1004.8,63.0,3.0,31.1,76.0,0.0,12,5,0,108.035384615
2900,2,3,1000.0,1004.8,63.0,3.0,31.1,76.0,0.0,13,5,0,125.854285714
2901,2,3,1000.0,1004.8,63.0,3.0,31.1,76.0,0.0,14,5,0,122.3625
2915,2,3,1000.6,1005.4,81.0,1.5,30.3,74.0,0.0,15,5,0,143.228
2916,2,3,1000.6,1005.4,81.0,1.5,30.3,74.0,0.0,16,5,0,140.95
2917,2,3,1000.6,1005.4,81.0,1.5,30.3,74.0,0.0,17,5,0,155.138333333
2930,2,3,999.9,1004.7,244.0,0.7,28.4,83.0,0.0,18,5,0,154.112
2931,2,3,999.9,1004.7,244.0,0.7,28.4,83.0,0.0,19,5,0,166.64125
2932,2,3,999.9,1004.7,244.0,0.7,28.4,83.0,0.0,20,5,0,145.42
2945,2,3,1000.2,1005.0,84.0,0.9,27.6,85.0,0.0,21,5,0,109.991428571
2946,2,3,1000.2,1005.0,84.0,0.9,27.6,85.0,0.0,22,5,0,111.27
2947,2,3,1000.2,1005.0,84.0,0.9,27.6,85.0,0.0,23,5,0,66.59
2957,2,3,1001.0,1005.8,77.0,2.4,31.9,68.0,0.0,0,6,0,197.44
2958,2,3,1001.0,1005.8,77.0,2.4,31.9,68.0,0.0,2,6,0,73.75
2976,2,3,998.7,1003.5,137.0,1.4,35.1,58.0,0.0,6,6,0,141.4825
2977,2,3,998.7,1003.5,137.0,1.4,35.1,58.0,0.0,7,6,0,98.39
2978,2,3,998.7,1003.5,137.0,1.4,35.1,58.0,0.0,8,6,0,139.046
2988,2,3,998.1,1002.9,89.0,3.0,33.3,70.0,0.0,9,6,0,177.41
2989,2,3,998.1,1002.9,89.0,3.0,33.3,70.0,0.0,11,6,0,136.823333333
3001,2,3,999.1,1003.9,78.0,2.7,31.6,75.0,0.0,12,6,0,156.718571429
3002,2,3,999.1,1003.9,78.0,2.7,31.6,75.0,0.0,13,6,0,132.057692308
3003,2,3,999.1,1003.9,78.0,2.7,31.6,75.0,0.0,14,6,0,133.820909091
3015,2,3,1000.0,1004.8,180.0,1.9,30.2,79.0,0.0,15,6,0,127.1
3016,2,3,1000.0,1004.8,180.0,1.9,30.2,79.0,0.0,16,6,0,128.554
3017,2,3,1000.0,1004.8,180.0,1.9,30.2,79.0,0.0,17,6,0,124.166363636
3029,2,3,999.1,1003.9,124.0,1.1,29.2,81.0,0.0,18,6,0,124.908
3030,2,3,999.1,1003.9,124.0,1.1,29.2,81.0,0.0,19,6,0,131.505
3031,2,3,999.1,1003.9,124.0,1.1,29.2,81.0,0.0,20,6,0,112.696666667
3042,2,3,999.5,1004.3,194.0,1.2,27.9,85.0,0.0,21,6,0,122.182857143
3043,2,3,999.5,1004.3,194.0,1.2,27.9,85.0,0.0,22,6,0,123.405
3044,2,3,999.5,1004.3,194.0,1.2,27.9,85.0,0.0,23,6,0,114.886666667
3053,2,3,1000.4,1005.2,120.0,1.2,31.6,68.0,0.0,0,7,0,84.74
3054,2,3,1000.4,1005.2,120.0,1.2,31.6,68.0,0.0,1,7,0,69.9
3060,2,3,999.6,1004.4,40.0,1.4,33.7,57.0,0.0,3,7,0,158.71
3061,2,3,999.6,1004.4,40.0,1.4,33.7,57.0,0.0,5,7,0,166.71
3072,2,3,998.1,1002.9,52.0,3.4,35.2,51.0,0.0,6,7,0,142.3225
3073,2,3,998.1,1002.9,52.0,3.4,35.2,51.0,0.0,7,7,0,121.9275
3074,2,3,998.1,1002.9,52.0,3.4,35.2,51.0,0.0,8,7,0,125.942727273
3086,2,3,997.3,1002.1,107.0,1.5,35.3,54.0,0.0,9,7,0,168.774285714
3087,2,3,997.3,1002.1,107.0,1.5,35.3,54.0,0.0,11,7,0,125.752222222
3102,2,3,999.1,1003.9,66.0,2.3,31.2,74.0,0.0,12,7,0,130.924285714
3103,2,3,999.1,1003.9,66.0,2.3,31.2,74.0,0.0,13,7,0,117.359285714
3104,2,3,999.1,1003.9,66.0,2.3,31.2,74.0,0.0,14,7,0,139.972
3117,2,3,999.5,1004.3,50.0,1.7,30.7,75.0,0.0,17,7,0,136.628571429
3127,2,3,997.9,1002.7,316.0,1.0,28.8,82.0,0.0,18,7,0,128.309230769
3128,2,3,997.9,1002.7,316.0,1.0,28.8,82.0,0.0,19,7,0,116.454444444
3129,2,3,997.9,1002.7,316.0,1.0,28.8,82.0,0.0,20,7,0,115.7175
3141,2,3,997.6,1002.4,222.0,1.3,27.6,85.0,0.0,21,7,0,70.06
3142,2,3,997.6,1002.4,222.0,1.3,27.6,85.0,0.0,22,7,0,100.85
3143,2,3,997.6,1002.4,222.0,1.3,27.6,85.0,0.0,23,7,0,114.572
3154,2,3,998.8,1003.6,169.0,2.0,30.6,74.0,0.0,0,1,0,109.7375
3155,2,3,998.8,1003.6,169.0,2.0,30.6,74.0,0.0,1,1,0,76.26
3156,2,3,998.8,1003.6,169.0,2.0,30.6,74.0,0.0,2,1,0,117.46
3163,2,3,998.3,1003.1,176.0,1.5,34.0,63.0,0.0,3,1,0,77.44
3164,2,3,998.3,1003.1,176.0,1.5,34.0,63.0,0.0,4,1,0,116.32
3165,2,3,998.3,1003.1,176.0,1.5,34.0,63.0,0.0,5,1,0,109.61625
3177,2,3,996.4,1001.2,94.0,1.5,36.0,52.0,0.0,6,1,0,118.463333333
3178,2,3,996.4,1001.2,94.0,1.5,36.0,52.0,0.0,7,1,0,131.843333333
3179,2,3,996.4,1001.2,94.0,1.5,36.0,52.0,0.0,8,1,0,130.020909091
3193,2,3,996.0,1000.8,74.0,2.6,35.4,56.0,0.0,9,1,0,141.237
3194,2,3,996.0,1000.8,74.0,2.6,35.4,56.0,0.0,10,1,0,150.056666667
3195,2,3,996.0,1000.8,74.0,2.6,35.4,56.0,0.0,11,1,0,121.3325
3210,2,3,997.6,1002.4,95.0,2.4,31.7,73.0,0.0,12,1,0,124.85
3211,2,3,997.6,1002.4,95.0,2.4,31.7,73.0,0.0,13,1,0,115.524285714
3212,2,3,997.6,1002.4,95.0,2.4,31.7,73.0,0.0,14,1,0,102.747857143
3227,2,3,997.9,1002.7,60.0,1.7,30.8,77.0,0.0,15,1,0,85.4925
3228,2,3,997.9,1002.7,60.0,1.7,30.8,77.0,0.0,16,1,0,108.012
3229,2,3,997.9,1002.7,60.0,1.7,30.8,77.0,0.0,17,1,0,119.22
3243,2,3,997.0,1001.8,296.0,1.9,29.1,84.0,0.0,18,1,0,124.454
3244,2,3,997.0,1001.8,296.0,1.9,29.1,84.0,0.0,19,1,0,154.485
3245,2,3,997.0,1001.8,296.0,1.9,29.1,84.0,0.0,20,1,0,111.815
3255,2,3,997.0,1001.8,285.0,1.8,28.3,90.0,0.0,21,1,0,72.42125
3256,2,3,997.0,1001.8,285.0,1.8,28.3,90.0,0.0,22,1,0,125.99
3257,2,3,997.0,1001.8,285.0,1.8,28.3,90.0,0.0,23,1,0,66.73
3275,2,3,998.2,1003.0,5.0,2.4,33.2,64.0,0.0,3,2,0,87.96
3276,2,3,998.2,1003.0,5.0,2.4,33.2,64.0,0.0,5,2,0,92.9566666667
3287,2,3,996.7,1001.5,71.0,3.0,35.8,47.0,0.0,6,2,0,210.2575
3288,2,3,996.7,1001.5,71.0,3.0,35.8,47.0,0.0,7,2,0,92.838
3289,2,3,996.7,1001.5,71.0,3.0,35.8,47.0,0.0,8,2,0,143.637857143
3304,2,3,996.0,1000.8,73.0,3.8,35.3,53.0,0.0,9,2,0,200.190833333
3305,2,3,996.0,1000.8,73.0,3.8,35.3,53.0,0.0,10,2,0,100.416
3306,2,3,996.0,1000.8,73.0,3.8,35.3,53.0,0.0,11,2,0,100.703333333
3321,2,3,997.1,1001.9,89.0,2.9,32.1,64.0,0.0,12,2,0,130.15
3322,2,3,997.1,1001.9,89.0,2.9,32.1,64.0,0.0,13,2,0,92.687
3323,2,3,997.1,1001.9,89.0,2.9,32.1,64.0,0.0,14,2,0,98.82875
3337,2,3,997.8,1002.6,88.0,2.2,30.2,79.0,0.0,15,2,0,108.766666667
3338,2,3,997.8,1002.6,88.0,2.2,30.2,79.0,0.0,16,2,0,86.48875
3339,2,3,997.8,1002.6,88.0,2.2,30.2,79.0,0.0,17,2,0,158.941111111
3352,2,3,997.3,1002.1,57.0,2.1,29.5,83.0,0.0,18,2,0,104.586363636
3353,2,3,997.3,1002.1,57.0,2.1,29.5,83.0,0.0,19,2,0,128.31
3354,2,3,997.3,1002.1,57.0,2.1,29.5,83.0,0.0,20,2,0,66.95
3365,2,3,997.5,1002.3,10.0,1.1,29.1,85.0,0.0,21,2,0,109.3525
3366,2,3,997.5,1002.3,10.0,1.1,29.1,85.0,0.0,22,2,0,54.33
3367,2,3,997.5,1002.3,10.0,1.1,29.1,85.0,0.0,23,2,0,107.99
3377,2,3,998.2,1003.0,307.0,1.3,29.5,84.0,0.0,1,3,0,116.5
3378,2,3,998.2,1003.0,307.0,1.3,29.5,84.0,0.0,2,3,0,98.6466666667
3387,2,3,997.7,1002.5,321.0,1.8,33.3,67.0,0.0,3,3,0,98.9
3388,2,3,997.7,1002.5,321.0,1.8,33.3,67.0,0.0,5,3,0,90.21
3399,2,3,996.0,1000.8,100.0,2.9,36.0,51.0,0.0,6,3,0,142.5075
3400,2,3,996.0,1000.8,100.0,2.9,36.0,51.0,0.0,7,3,0,108.72
3401,2,3,996.0,1000.8,100.0,2.9,36.0,51.0,0.0,8,3,0,222.462222222
3416,2,3,995.5,1000.3,98.0,3.7,34.6,55.0,0.0,9,3,0,167.103571429
3417,2,3,995.5,1000.3,98.0,3.7,34.6,55.0,0.0,10,3,0,129.352222222
3418,2,3,995.5,1000.3,98.0,3.7,34.6,55.0,0.0,11,3,0,132.988888889
3431,2,3,996.4,1001.2,93.0,2.5,31.7,67.0,0.0,12,3,0,98.8783333333
3432,2,3,996.4,1001.2,93.0,2.5,31.7,67.0,0.0,13,3,0,109.87
3433,2,3,996.4,1001.2,93.0,2.5,31.7,67.0,0.0,14,3,0,108.225625
3449,2,3,997.1,1001.9,70.0,1.5,30.7,73.0,0.0,15,3,0,91.939
3450,2,3,997.1,1001.9,70.0,1.5,30.7,73.0,0.0,16,3,0,110.082857143
3451,2,3,997.1,1001.9,70.0,1.5,30.7,73.0,0.0,17,3,0,80.4525
3466,2,3,996.7,1001.5,40.0,1.7,29.6,78.0,0.0,18,3,0,109.56125
3467,2,3,996.7,1001.5,40.0,1.7,29.6,78.0,0.0,19,3,0,134.3125
3468,2,3,996.7,1001.5,40.0,1.7,29.6,78.0,0.0,20,3,0,119.968571429
3479,2,3,996.9,1001.7,323.0,1.6,27.9,86.0,0.0,21,3,0,72.1566666667
3496,2,3,997.4,1002.2,130.0,2.3,34.5,56.0,0.0,5,4,0,102.515
3506,2,3,995.8,1000.5,212.0,3.1,36.7,46.0,0.0,6,4,0,104.512
3507,2,3,995.8,1000.5,212.0,3.1,36.7,46.0,0.0,7,4,0,71.7014285714
3508,2,3,995.8,1000.5,212.0,3.1,36.7,46.0,0.0,8,4,0,104.7825
3520,2,3,995.1,999.9,113.0,4.3,36.5,52.0,0.0,9,4,0,161.636
3521,2,3,995.1,999.9,113.0,4.3,36.5,52.0,0.0,10,4,0,98.8509090909
3522,2,3,995.1,999.9,113.0,4.3,36.5,52.0,0.0,11,4,0,100.006666667
3536,2,3,996.8,1001.6,85.0,2.9,32.5,70.0,0.0,12,4,0,90.0375
3537,2,3,996.8,1001.6,85.0,2.9,32.5,70.0,0.0,13,4,0,107.009375
3538,2,3,996.8,1001.6,85.0,2.9,32.5,70.0,0.0,14,4,0,79.407
3554,2,3,997.4,1002.2,74.0,1.8,31.6,75.0,0.0,15,4,0,104.52
3555,2,3,997.4,1002.2,74.0,1.8,31.6,75.0,0.0,16,4,0,102.13
3556,2,3,997.4,1002.2,74.0,1.8,31.6,75.0,0.0,17,4,0,100.916666667
3569,2,3,997.3,1002.0,210.0,0.4,29.9,83.0,0.0,18,4,0,91.9628571429
3570,2,3,997.3,1002.0,210.0,0.4,29.9,83.0,0.0,19,4,0,98.6875
3571,2,3,997.3,1002.0,210.0,0.4,29.9,83.0,0.0,20,4,0,102.738
3582,2,3,997.2,1002.0,241.0,1.6,28.9,88.0,0.0,21,4,0,102.645
3583,2,3,997.2,1002.0,241.0,1.6,28.9,88.0,0.0,23,4,0,109.34
3591,2,3,998.5,1003.3,186.0,2.0,31.0,80.0,0.0,1,5,0,73.26
3598,2,3,998.3,1003.0,255.0,1.1,35.4,58.0,0.0,3,5,0,73.645
3599,2,3,998.3,1003.0,255.0,1.1,35.4,58.0,0.0,4,5,0,139.186666667
3600,2,3,998.3,1003.0,255.0,1.1,35.4,58.0,0.0,5,5,0,132.346666667
3609,2,3,997.0,1001.7,156.0,2.1,37.9,43.0,0.0,6,5,0,108.262
3610,2,3,997.0,1001.7,156.0,2.1,37.9,43.0,0.0,7,5,0,89.743
3611,2,3,997.0,1001.7,156.0,2.1,37.9,43.0,0.0,8,5,0,126.732
3627,2,3,996.8,1001.6,337.0,4.1,34.1,58.0,0.0,9,5,0,213.7925
3628,2,3,996.8,1001.6,337.0,4.1,34.1,58.0,0.0,10,5,0,135.375
3629,2,3,996.8,1001.6,337.0,4.1,34.1,58.0,0.0,11,5,0,124.62
3642,2,3,998.1,1002.9,319.0,1.3,32.0,68.0,0.0,12,5,0,130.696
3643,2,3,998.1,1002.9,319.0,1.3,32.0,68.0,0.0,13,5,0,93.975
3644,2,3,998.1,1002.9,319.0,1.3,32.0,68.0,0.0,14,5,0,101.541818182
3658,2,3,999.3,1004.1,335.0,0.9,30.4,77.0,0.0,15,5,0,110.292
3659,2,3,999.3,1004.1,335.0,0.9,30.4,77.0,0.0,16,5,0,110.872727273
3660,2,3,999.3,1004.1,335.0,0.9,30.4,77.0,0.0,17,5,0,129.357
3675,2,3,998.9,1003.6,316.0,0.9,29.7,76.0,0.0,18,5,0,97.7527272727
3676,2,3,998.9,1003.6,316.0,0.9,29.7,76.0,0.0,19,5,0,112.606666667
3677,2,3,998.9,1003.6,316.0,0.9,29.7,76.0,0.0,20,5,0,109.5575
3690,2,3,998.8,1003.6,334.0,1.1,28.6,82.0,0.0,21,5,0,74.114
3691,2,3,998.8,1003.6,334.0,1.1,28.6,82.0,0.0,22,5,0,93.64
3692,2,3,998.8,1003.6,334.0,1.1,28.6,82.0,0.0,23,5,0,96.14
3701,2,3,999.5,1004.3,194.0,1.9,31.2,72.0,0.0,0,6,0,158.02
3702,2,3,999.5,1004.3,194.0,1.9,31.2,72.0,0.0,1,6,0,321.89
3703,2,3,999.5,1004.3,194.0,1.9,31.2,72.0,0.0,2,6,0,181.68
3713,2,3,999.3,1004.1,291.0,2.1,35.6,59.0,0.0,4,6,0,65.02
3714,2,3,999.3,1004.1,291.0,2.1,35.6,59.0,0.0,5,6,0,85.75
3724,2,3,996.9,1001.6,356.0,2.6,39.0,43.0,0.0,6,6,0,100.02125
3725,2,3,996.9,1001.6,356.0,2.6,39.0,43.0,0.0,7,6,0,82.4066666667
3726,2,3,996.9,1001.6,356.0,2.6,39.0,43.0,0.0,8,6,0,106.142352941
3739,2,3,997.3,1002.1,338.0,2.3,31.5,71.0,0.0,9,6,0,103.42625
3740,2,3,997.3,1002.1,338.0,2.3,31.5,71.0,0.0,10,6,0,111.07375
3741,2,3,997.3,1002.1,338.0,2.3,31.5,71.0,0.0,11,6,0,160.083333333
3757,2,3,998.6,1003.4,353.0,3.7,31.7,67.0,0.0,12,6,0,106.39
3758,2,3,998.6,1003.4,353.0,3.7,31.7,67.0,0.0,13,6,0,113.900909091
3759,2,3,998.6,1003.4,353.0,3.7,31.7,67.0,0.0,14,6,0,78.6685714286
3774,2,3,999.4,1004.2,312.0,3.4,29.5,76.0,0.0,15,6,0,140.121818182
3775,2,3,999.4,1004.2,312.0,3.4,29.5,76.0,0.0,16,6,0,108.838333333
3776,2,3,999.4,1004.2,312.0,3.4,29.5,76.0,0.0,17,6,0,95.1825
3790,2,3,998.3,1003.0,269.0,0.7,29.0,78.0,0.0,18,6,0,89.4777777778
3791,2,3,998.3,1003.0,269.0,0.7,29.0,78.0,0.0,19,6,0,110.62
3792,2,3,998.3,1003.0,269.0,0.7,29.0,78.0,0.0,20,6,0,88.4133333333
3803,2,3,998.8,1003.6,321.0,1.5,28.1,82.0,0.0,21,6,0,111.993333333
3804,2,3,998.8,1003.6,321.0,1.5,28.1,82.0,0.0,22,6,0,107.326666667
3813,2,3,999.8,1004.6,335.0,2.2,30.3,75.0,0.0,0,7,0,137.273333333
3814,2,3,999.8,1004.6,335.0,2.2,30.3,75.0,0.0,2,7,0,80.2
3822,2,3,999.8,1004.6,318.0,1.9,32.8,67.0,0.0,4,7,0,145.46
3823,2,3,999.8,1004.6,318.0,1.9,32.8,67.0,0.0,5,7,0,96.33
3833,2,3,998.4,1003.2,320.0,2.0,34.5,61.0,0.0,6,7,0,79.03
3834,2,3,998.4,1003.2,320.0,2.0,34.5,61.0,0.0,7,7,0,70.32
3835,2,3,998.4,1003.2,320.0,2.0,34.5,61.0,0.0,8,7,0,85.08875
3848,2,3,998.9,1003.7,348.0,4.9,27.0,93.0,27.2,9,7,0,87.2166666667
3849,2,3,998.9,1003.7,348.0,4.9,27.0,93.0,27.2,10,7,0,99.58
3850,2,3,998.9,1003.7,348.0,4.9,27.0,93.0,27.2,11,7,0,83.84125
3862,2,3,1000.0,1004.8,30.0,1.0,27.6,92.0,0.0,12,7,0,67.7142857143
3863,2,3,1000.0,1004.8,30.0,1.0,27.6,92.0,0.0,13,7,0,95.7164705882
3864,2,3,1000.0,1004.8,30.0,1.0,27.6,92.0,0.0,14,7,0,116.781111111
3879,2,3,1000.9,1005.7,321.0,2.1,27.3,93.0,0.0,15,7,0,107.62125
3880,2,3,1000.9,1005.7,321.0,2.1,27.3,93.0,0.0,16,7,0,91.861
3881,2,3,1000.9,1005.7,321.0,2.1,27.3,93.0,0.0,17,7,0,78.2583333333
3895,2,3,1001.1,1005.9,340.0,1.5,27.3,93.0,0.0,18,7,0,73.4216666667
3896,2,3,1001.1,1005.9,340.0,1.5,27.3,93.0,0.0,19,7,0,88.136
3897,2,3,1001.1,1005.9,340.0,1.5,27.3,93.0,0.0,20,7,0,135.578333333
3908,2,3,1001.7,1006.6,327.0,1.5,27.2,94.0,0.0,21,7,0,65.93
3909,2,3,1001.7,1006.6,327.0,1.5,27.2,94.0,0.0,22,7,0,68.85
3917,2,3,1002.7,1007.5,46.0,2.9,29.9,80.0,0.0,1,1,0,185.01
3918,2,3,1002.7,1007.5,46.0,2.9,29.9,80.0,0.0,2,1,0,252.85
3926,2,3,1002.2,1007.0,83.0,2.6,33.8,58.0,0.0,5,1,0,59.89
3936,2,3,1000.9,1005.7,97.0,4.8,34.2,60.0,0.0,6,1,0,80.44125
3937,2,3,1000.9,1005.7,97.0,4.8,34.2,60.0,0.0,7,1,0,158.148333333
3938,2,3,1000.9,1005.7,97.0,4.8,34.2,60.0,0.0,8,1,0,155.055833333
3951,2,3,1000.7,1005.5,81.0,2.0,34.0,58.0,0.0,9,1,0,162.841111111
3952,2,3,1000.7,1005.5,81.0,2.0,34.0,58.0,0.0,10,1,0,114.729
3953,2,3,1000.7,1005.5,81.0,2.0,34.0,58.0,0.0,11,1,0,96.2657142857
3965,2,3,1001.9,1006.7,101.0,2.6,31.2,67.0,0.0,12,1,0,76.32
3966,2,3,1001.9,1006.7,101.0,2.6,31.2,67.0,0.0,13,1,0,92.8883333333
3967,2,3,1001.9,1006.7,101.0,2.6,31.2,67.0,0.0,14,1,0,117.748
3980,2,3,1002.5,1007.3,90.0,0.8,29.8,70.0,0.0,15,1,0,67.58
3981,2,3,1002.5,1007.3,90.0,0.8,29.8,70.0,0.0,16,1,0,118.483333333
3982,2,3,1002.5,1007.3,90.0,0.8,29.8,70.0,0.0,17,1,0,84.2
3994,2,3,1001.9,1006.7,239.0,0.5,28.1,84.0,0.0,18,1,0,93.2766666667
3995,2,3,1001.9,1006.7,239.0,0.5,28.1,84.0,0.0,19,1,0,93.46
3996,2,3,1001.9,1006.7,239.0,0.5,28.1,84.0,0.0,20,1,0,85.08
4004,2,3,1001.9,1006.7,35.0,0.7,28.0,87.0,0.0,21,1,0,54.39
4013,2,3,1003.0,1007.8,7.0,1.0,30.1,80.0,0.0,0,2,0,55.84
4014,2,3,1003.0,1007.8,7.0,1.0,30.1,80.0,0.0,1,2,0,81.19
4024,2,3,1002.7,1007.5,264.0,2.5,30.9,73.0,0.0,5,2,0,74.12
4036,2,3,1000.7,1005.5,289.0,1.7,32.9,66.0,0.0,6,2,0,85.226
4037,2,3,1000.7,1005.5,289.0,1.7,32.9,66.0,0.0,7,2,0,104.166
4038,2,3,1000.7,1005.5,289.0,1.7,32.9,66.0,0.0,8,2,0,95.7257142857
4049,2,3,999.3,1004.1,94.0,1.2,33.9,54.0,0.0,9,2,0,101.54
4050,2,3,999.3,1004.1,94.0,1.2,33.9,54.0,0.0,10,2,0,83.9344444444
4051,2,3,999.3,1004.1,94.0,1.2,33.9,54.0,0.0,11,2,0,70.9057142857
4063,2,3,1000.4,1005.2,93.0,3.4,31.8,66.0,0.0,12,2,0,81.0666666667
4064,2,3,1000.4,1005.2,93.0,3.4,31.8,66.0,0.0,13,2,0,107.437777778
4065,2,3,1000.4,1005.2,93.0,3.4,31.8,66.0,0.0,14,2,0,111.64375
4080,2,3,1000.9,1005.7,94.0,3.2,29.7,71.0,0.0,15,2,0,91.408
4081,2,3,1000.9,1005.7,94.0,3.2,29.7,71.0,0.0,16,2,0,101.5
4082,2,3,1000.9,1005.7,94.0,3.2,29.7,71.0,0.0,17,2,0,132.32
4095,2,3,1000.2,1005.0,99.0,1.9,28.6,79.0,0.0,18,2,0,95.6975
4096,2,3,1000.2,1005.0,99.0,1.9,28.6,79.0,0.0,19,2,0,118.833333333
4097,2,3,1000.2,1005.0,99.0,1.9,28.6,79.0,0.0,20,2,0,118.03
4107,2,3,1000.6,1005.4,97.0,1.4,28.2,77.0,0.0,21,2,0,56.755
4108,2,3,1000.6,1005.4,97.0,1.4,28.2,77.0,0.0,22,2,0,94.095
4117,2,3,1001.4,1006.2,93.0,1.6,29.6,73.0,0.0,1,3,0,119.15
4123,2,3,1000.8,1005.6,105.0,1.9,32.9,60.0,0.0,3,3,0,115.16
4124,2,3,1000.8,1005.6,105.0,1.9,32.9,60.0,0.0,5,3,0,158.055
4136,2,3,998.8,1003.6,160.0,2.3,34.6,51.0,0.0,6,3,0,121.254
4137,2,3,998.8,1003.6,160.0,2.3,34.6,51.0,0.0,7,3,0,125.04
4138,2,3,998.8,1003.6,160.0,2.3,34.6,51.0,0.0,8,3,0,104.55
4150,2,3,998.3,1003.1,114.0,2.7,34.2,48.0,0.0,9,3,0,101.947
4151,2,3,998.3,1003.1,114.0,2.7,34.2,48.0,0.0,10,3,0,104.202352941
4152,2,3,998.3,1003.1,114.0,2.7,34.2,48.0,0.0,11,3,0,113.456666667
4167,2,3,999.6,1004.4,88.0,3.0,31.3,56.0,0.0,12,3,0,76.852
4168,2,3,999.6,1004.4,88.0,3.0,31.3,56.0,0.0,13,3,0,85.41
4169,2,3,999.6,1004.4,88.0,3.0,31.3,56.0,0.0,14,3,0,121.754545455
4182,2,3,1000.4,1005.2,109.0,3.0,28.6,70.0,0.0,15,3,0,87.4342857143
4183,2,3,1000.4,1005.2,109.0,3.0,28.6,70.0,0.0,16,3,0,256.9425
4184,2,3,1000.4,1005.2,109.0,3.0,28.6,70.0,0.0,17,3,0,123.5425
4196,2,3,999.7,1004.5,48.0,1.5,27.0,76.0,0.0,18,3,0,83.726
4197,2,3,999.7,1004.5,48.0,1.5,27.0,76.0,0.0,19,3,0,67.9033333333
4198,2,3,999.7,1004.5,48.0,1.5,27.0,76.0,0.0,20,3,0,88.33
4208,2,3,999.7,1004.5,342.0,1.1,26.2,82.0,0.0,21,3,0,84.345
4209,2,3,999.7,1004.5,342.0,1.1,26.2,82.0,0.0,22,3,0,89.23
4210,2,3,999.7,1004.5,342.0,1.1,26.2,82.0,0.0,23,3,0,90.2766666667
4225,2,3,999.7,1004.5,106.0,1.6,33.2,51.0,0.0,4,4,0,98.66
4226,2,3,999.7,1004.5,106.0,1.6,33.2,51.0,0.0,5,4,0,71.11
4237,2,3,998.1,1002.9,62.0,4.5,35.2,45.0,0.0,6,4,0,74.36
4238,2,3,998.1,1002.9,62.0,4.5,35.2,45.0,0.0,7,4,0,70.238
4239,2,3,998.1,1002.9,62.0,4.5,35.2,45.0,0.0,8,4,0,93.6372727273
4251,2,3,997.4,1002.2,100.0,2.7,34.5,42.0,0.0,9,4,0,97.412
4252,2,3,997.4,1002.2,100.0,2.7,34.5,42.0,0.0,10,4,0,102.19
4253,2,3,997.4,1002.2,100.0,2.7,34.5,42.0,0.0,11,4,0,99.8275
4267,2,3,999.2,1004.0,107.0,2.1,31.9,51.0,0.0,12,4,0,89.5633333333
4268,2,3,999.2,1004.0,107.0,2.1,31.9,51.0,0.0,13,4,0,97.7491666667
4269,2,3,999.2,1004.0,107.0,2.1,31.9,51.0,0.0,14,4,0,103.357777778
4282,2,3,1000.4,1005.2,61.0,1.3,29.9,75.0,0.0,15,4,0,82.9283333333
